CustomerID,FullName,Email,SignUpDate,City,Country
"CUST-1330","Sitara Singh","customer.1330@example.com","2023-04-25","Chennai","India"
"CUST-1331","Ishaan Verma","customer.1331@example.com","2024-07-17","Kolkata","India"
"CUST-1332","Vihaan Jain","customer.1332@example.com","2022-06-22","Ahmedabad","India"
"CUST-1333","Sai Shah","customer.1333@example.com","2024-04-24","Delhi","India"
"CUST-1334","Sitara Sharma","customer.1334@example.com","2022-06-30","Jaipur","India"
"CUST-1335","Pari Shah","customer.1335@example.com","2024-02-15","Jaipur","India"
"CUST-1336","Vivaan Jain","customer.1336@example.com","2022-01-04","Jaipur","India"
"CUST-1337","Vihaan Reddy","customer.1337@example.com","2023-11-01","Kolkata","India"
"CUST-1338","Vihaan Gupta","customer.1338@example.com","2022-01-14","Pune","India"
"CUST-1339","Diya Patel","customer.1339@example.com","2024-04-11","Bangalore","India"
"CUST-1340","Pari Reddy","customer.1340@example.com","2024-01-24","Chennai","India"
"CUST-1341","Aarav Jain","customer.1341@example.com","2025-06-18","Pune","India"
"CUST-1342","Pari Shah","customer.1342@example.com","2025-06-28","Surat","India"
"CUST-1343","Aarav Patel","customer.1343@example.com","2022-12-18","Chennai","India"
"CUST-1344","Saanvi Sharma","customer.1344@example.com","2025-09-21","Mumbai","India"
"CUST-1345","Vihaan Jain","customer.1345@example.com","2024-04-30","Pune","India"
"CUST-1346","Reyansh Jain","customer.1346@example.com","2024-11-23","Surat","India"
"CUST-1347","Saanvi Reddy","customer.1347@example.com","2023-11-06","Jaipur","India"
"CUST-1348","Vihaan Sharma","customer.1348@example.com","2025-11-26","Mumbai","India"
"CUST-1349","Vihaan Verma","customer.1349@example.com","2022-10-23","Hyderabad","India"
"CUST-1350","Saanvi Gupta","customer.1350@example.com","2025-06-30","Jaipur","India"
"CUST-1351","Ananya Reddy","customer.1351@example.com","2023-12-09","Bangalore","India"
"CUST-1352","Vivaan Verma","customer.1352@example.com","2023-04-03","Hyderabad","India"
"CUST-1353","Saanvi Gupta","customer.1353@example.com","2022-09-26","Chennai","India"
"CUST-1354","Sai Gupta","customer.1354@example.com","2024-05-07","Delhi","India"
"CUST-1355","Riya Patel","customer.1355@example.com","2022-06-26","Jaipur","India"
"CUST-1356","Aadya Verma","customer.1356@example.com","2025-07-15","Jaipur","India"
"CUST-1357","Arjun Patel","customer.1357@example.com","2024-01-25","Hyderabad","India"
"CUST-1358","Ishaan Mehta","customer.1358@example.com","2025-07-20","Ahmedabad","India"
"CUST-1359","Riya Jain","customer.1359@example.com","2022-07-02","Chennai","India"
"CUST-1360","Ananya Shah","customer.1360@example.com","2025-02-13","Pune","India"
"CUST-1361","Saanvi Gupta","customer.1361@example.com","2023-04-20","Kolkata","India"
"CUST-1362","Arjun Mehta","customer.1362@example.com","2023-03-04","Hyderabad","India"
"CUST-1363","Aadya Mehta","customer.1363@example.com","2024-08-29","Jaipur","India"
"CUST-1364","Pari Singh","customer.1364@example.com","2024-02-24","Surat","India"
"CUST-1365","Vihaan Jain","customer.1365@example.com","2025-09-29","Pune","India"
"CUST-1366","Ishaan Verma","customer.1366@example.com","2022-06-26","Delhi","India"
"CUST-1367","Aarav Sharma","customer.1367@example.com","2025-10-10","Mumbai","India"
"CUST-1368","Aditya Mehta","customer.1368@example.com","2023-07-13","Ahmedabad","India"
"CUST-1369","Aditya Mehta","customer.1369@example.com","2023-01-29","Surat","India"
"CUST-1370","Aadya Jain","customer.1370@example.com","2025-11-19","Chennai","India"
"CUST-1371","Diya Gupta","customer.1371@example.com","2024-03-28","Kolkata","India"
"CUST-1372","Ayaan Sharma","customer.1372@example.com","2024-07-07","Delhi","India"
"CUST-1373","Saanvi Kumar","customer.1373@example.com","2023-03-12","Jaipur","India"
"CUST-1374","Vivaan Patel","customer.1374@example.com","2022-05-11","Bangalore","India"
"CUST-1375","Vivaan Verma","customer.1375@example.com","2022-04-23","Chennai","India"
"CUST-1376","Ayaan Mehta","customer.1376@example.com","2023-07-01","Bangalore","India"
"CUST-1377","Aarav Patel","customer.1377@example.com","2023-11-28","Delhi","India"
"CUST-1378","Kiara Verma","customer.1378@example.com","2024-09-04","Mumbai","India"
"CUST-1379","Aarav Mehta","customer.1379@example.com","2022-08-05","Ahmedabad","India"
"CUST-1380","Kiara Singh","customer.1380@example.com","2025-11-26","Surat","India"
"CUST-1381","Pari Shah","customer.1381@example.com","2025-07-05","Jaipur","India"
"CUST-1382","Diya Patel","customer.1382@example.com","2025-04-14","Bangalore","India"
"CUST-1383","Krishna Kumar","customer.1383@example.com","2024-01-19","Mumbai","India"
"CUST-1384","Saanvi Gupta","customer.1384@example.com","2023-11-23","Bangalore","India"
"CUST-1385","Vihaan Sharma","customer.1385@example.com","2024-08-25","Kolkata","India"
"CUST-1386","Aadya Patel","customer.1386@example.com","2022-09-04","Chennai","India"
"CUST-1387","Riya Gupta","customer.1387@example.com","2022-08-19","Surat","India"
"CUST-1388","Riya Kumar","customer.1388@example.com","2023-07-10","Mumbai","India"
"CUST-1389","Sai Verma","customer.1389@example.com","2022-11-15","Chennai","India"
"CUST-1390","Aarav Kumar","customer.1390@example.com","2024-05-03","Kolkata","India"
"CUST-1391","Arjun Kumar","customer.1391@example.com","2025-05-29","Surat","India"
"CUST-1392","Arjun Mehta","customer.1392@example.com","2023-05-25","Bangalore","India"
"CUST-1393","Aarav Reddy","customer.1393@example.com","2024-07-09","Pune","India"
"CUST-1394","Krishna Kumar","customer.1394@example.com","2023-11-26","Hyderabad","India"
"CUST-1395","Krishna Shah","customer.1395@example.com","2024-06-12","Ahmedabad","India"
"CUST-1396","Sitara Mehta","customer.1396@example.com","2024-09-03","Bangalore","India"
"CUST-1397","Aarav Sharma","customer.1397@example.com","2022-10-27","Mumbai","India"
"CUST-1398","Krishna Shah","customer.1398@example.com","2022-01-04","Mumbai","India"
"CUST-1399","Reyansh Mehta","customer.1399@example.com","2022-02-21","Hyderabad","India"
"CUST-1400","Ananya Shah","customer.1400@example.com","2023-03-28","Delhi","India"
"CUST-1401","Vihaan Patel","customer.1401@example.com","2022-06-08","Hyderabad","India"
"CUST-1402","Ishaan Patel","customer.1402@example.com","2025-06-04","Chennai","India"
"CUST-1403","Ishaan Reddy","customer.1403@example.com","2023-04-29","Pune","India"
"CUST-1404","Sitara Sharma","customer.1404@example.com","2023-09-18","Pune","India"
"CUST-1405","Pari Patel","customer.1405@example.com","2022-03-01","Bangalore","India"
"CUST-1406","Reyansh Singh","customer.1406@example.com","2025-01-11","Surat","India"
"CUST-1407","Pari Singh","customer.1407@example.com","2025-01-31","Hyderabad","India"
"CUST-1408","Arjun Gupta","customer.1408@example.com","2025-02-20","Hyderabad","India"
"CUST-1409","Krishna Mehta","customer.1409@example.com","2024-01-12","Kolkata","India"
"CUST-1410","Ishaan Sharma","customer.1410@example.com","2025-04-09","Surat","India"
"CUST-1411","Ayaan Gupta","customer.1411@example.com","2025-04-04","Pune","India"
"CUST-1412","Aditya Kumar","customer.1412@example.com","2022-02-14","Hyderabad","India"
"CUST-1413","Reyansh Kumar","customer.1413@example.com","2022-11-01","Ahmedabad","India"
"CUST-1414","Vivaan Verma","customer.1414@example.com","2023-11-29","Kolkata","India"
"CUST-1415","Reyansh Patel","customer.1415@example.com","2023-11-19","Kolkata","India"
"CUST-1416","Ayaan Shah","customer.1416@example.com","2025-05-21","Hyderabad","India"
"CUST-1417","Ishaan Patel","customer.1417@example.com","2022-11-15","Bangalore","India"
"CUST-1418","Diya Sharma","customer.1418@example.com","2025-05-31","Pune","India"
"CUST-1419","Ishaan Patel","customer.1419@example.com","2024-11-14","Jaipur","India"
"CUST-1420","Pari Gupta","customer.1420@example.com","2022-01-18","Pune","India"
"CUST-1421","Aarav Kumar","customer.1421@example.com","2023-08-17","Pune","India"
"CUST-1422","Aadya Gupta","customer.1422@example.com","2022-02-20","Kolkata","India"
"CUST-1423","Aarav Reddy","customer.1423@example.com","2023-05-03","Surat","India"
"CUST-1424","Ishaan Verma","customer.1424@example.com","2024-12-18","Ahmedabad","India"
"CUST-1425","Aadya Reddy","customer.1425@example.com","2023-01-16","Ahmedabad","India"
"CUST-1426","Riya Mehta","customer.1426@example.com","2023-01-22","Chennai","India"
"CUST-1427","Sitara Gupta","customer.1427@example.com","2022-06-15","Ahmedabad","India"
"CUST-1428","Sai Shah","customer.1428@example.com","2025-11-03","Surat","India"
"CUST-1429","Saanvi Mehta","customer.1429@example.com","2022-01-22","Surat","India"
"CUST-1430","Sitara Jain","customer.1430@example.com","2022-11-29","Pune","India"
"CUST-1431","Ayaan Kumar","customer.1431@example.com","2022-03-15","Surat","India"
"CUST-1432","Sai Reddy","customer.1432@example.com","2025-07-21","Mumbai","India"
"CUST-1433","Saanvi Shah","customer.1433@example.com","2022-06-20","Delhi","India"
"CUST-1434","Diya Verma","customer.1434@example.com","2025-05-12","Ahmedabad","India"
"CUST-1435","Aditya Reddy","customer.1435@example.com","2022-03-03","Hyderabad","India"
"CUST-1436","Vivaan Patel","customer.1436@example.com","2025-09-18","Hyderabad","India"
"CUST-1437","Aditya Gupta","customer.1437@example.com","2024-03-17","Bangalore","India"
"CUST-1438","Sai Sharma","customer.1438@example.com","2025-10-31","Pune","India"
"CUST-1439","Pari Patel","customer.1439@example.com","2024-04-04","Mumbai","India"
"CUST-1440","Vivaan Patel","customer.1440@example.com","2022-08-22","Kolkata","India"
"CUST-1441","Aditya Gupta","customer.1441@example.com","2022-01-09","Mumbai","India"
"CUST-1442","Reyansh Singh","customer.1442@example.com","2023-07-26","Hyderabad","India"
"CUST-1443","Sitara Reddy","customer.1443@example.com","2024-01-14","Ahmedabad","India"
"CUST-1444","Ananya Singh","customer.1444@example.com","2022-01-09","Mumbai","India"
"CUST-1445","Krishna Singh","customer.1445@example.com","2024-09-17","Jaipur","India"
"CUST-1446","Pari Sharma","customer.1446@example.com","2022-09-08","Ahmedabad","India"
"CUST-1447","Ishaan Patel","customer.1447@example.com","2023-02-01","Mumbai","India"
"CUST-1448","Ayaan Mehta","customer.1448@example.com","2025-07-24","Chennai","India"
"CUST-1449","Aditya Mehta","customer.1449@example.com","2025-08-09","Kolkata","India"
"CUST-1450","Diya Verma","customer.1450@example.com","2025-06-16","Chennai","India"
"CUST-1451","Saanvi Singh","customer.1451@example.com","2025-03-01","Surat","India"
"CUST-1452","Vivaan Reddy","customer.1452@example.com","2022-03-28","Delhi","India"
"CUST-1453","Aadya Shah","customer.1453@example.com","2025-11-29","Ahmedabad","India"
"CUST-1454","Aadya Singh","customer.1454@example.com","2022-01-18","Chennai","India"
"CUST-1455","Kiara Shah","customer.1455@example.com","2022-12-14","Hyderabad","India"
"CUST-1456","Diya Verma","customer.1456@example.com","2025-10-22","Hyderabad","India"
"CUST-1457","Arjun Sharma","customer.1457@example.com","2025-12-10","Surat","India"
"CUST-1458","Riya Patel","customer.1458@example.com","2025-11-04","Mumbai","India"
"CUST-1459","Ayaan Kumar","customer.1459@example.com","2025-07-21","Mumbai","India"
"CUST-1460","Aarav Jain","customer.1460@example.com","2022-04-21","Surat","India"
"CUST-1461","Saanvi Verma","customer.1461@example.com","2025-06-21","Ahmedabad","India"
"CUST-1462","Ishaan Patel","customer.1462@example.com","2023-06-10","Mumbai","India"
"CUST-1463","Aditya Sharma","customer.1463@example.com","2022-06-13","Delhi","India"
"CUST-1464","Saanvi Kumar","customer.1464@example.com","2025-10-27","Pune","India"
"CUST-1465","Reyansh Mehta","customer.1465@example.com","2023-06-27","Ahmedabad","India"
"CUST-1466","Ayaan Shah","customer.1466@example.com","2025-04-14","Jaipur","India"
"CUST-1467","Riya Sharma","customer.1467@example.com","2022-05-21","Hyderabad","India"
"CUST-1468","Kiara Jain","customer.1468@example.com","2022-11-27","Ahmedabad","India"
"CUST-1469","Vihaan Singh","customer.1469@example.com","2025-10-01","Ahmedabad","India"
"CUST-1470","Aarav Patel","customer.1470@example.com","2023-11-10","Mumbai","India"
"CUST-1471","Vihaan Mehta","customer.1471@example.com","2023-12-13","Surat","India"
"CUST-1472","Sitara Kumar","customer.1472@example.com","2023-11-13","Kolkata","India"
"CUST-1473","Pari Mehta","customer.1473@example.com","2023-05-14","Hyderabad","India"
"CUST-1474","Aarav Mehta","customer.1474@example.com","2023-02-17","Jaipur","India"
"CUST-1475","Reyansh Patel","customer.1475@example.com","2024-01-29","Ahmedabad","India"
"CUST-1476","Kiara Patel","customer.1476@example.com","2023-02-11","Hyderabad","India"
"CUST-1477","Ayaan Singh","customer.1477@example.com","2022-09-29","Chennai","India"
"CUST-1478","Arjun Verma","customer.1478@example.com","2024-09-28","Hyderabad","India"
"CUST-1479","Ananya Kumar","customer.1479@example.com","2022-10-01","Hyderabad","India"
"CUST-1480","Aadya Shah","customer.1480@example.com","2022-03-30","Jaipur","India"
"CUST-1481","Arjun Kumar","customer.1481@example.com","2025-12-06","Bangalore","India"
"CUST-1482","Kiara Reddy","customer.1482@example.com","2022-10-26","Jaipur","India"
"CUST-1483","Reyansh Verma","customer.1483@example.com","2023-10-16","Mumbai","India"
"CUST-1484","Riya Patel","customer.1484@example.com","2024-01-27","Surat","India"
"CUST-1485","Ananya Sharma","customer.1485@example.com","2022-01-14","Surat","India"
"CUST-1486","Ayaan Mehta","customer.1486@example.com","2022-12-11","Delhi","India"
"CUST-1487","Arjun Reddy","customer.1487@example.com","2025-01-15","Delhi","India"
"CUST-1488","Saanvi Singh","customer.1488@example.com","2025-10-14","Mumbai","India"
"CUST-1489","Ananya Gupta","customer.1489@example.com","2024-11-27","Delhi","India"
"CUST-1490","Aarav Jain","customer.1490@example.com","2022-04-06","Kolkata","India"
"CUST-1491","Diya Sharma","customer.1491@example.com","2025-12-18","Pune","India"
"CUST-1492","Krishna Reddy","customer.1492@example.com","2022-08-20","Ahmedabad","India"
"CUST-1493","Aadya Sharma","customer.1493@example.com","2025-07-27","Surat","India"
"CUST-1494","Sai Shah","customer.1494@example.com","2023-04-01","Surat","India"
"CUST-1495","Ayaan Verma","customer.1495@example.com","2025-09-01","Delhi","India"
"CUST-1496","Sai Jain","customer.1496@example.com","2022-11-18","Pune","India"
"CUST-1497","Vihaan Sharma","customer.1497@example.com","2023-12-15","Kolkata","India"
"CUST-1498","Sai Gupta","customer.1498@example.com","2022-08-14","Pune","India"
"CUST-1499","Arjun Mehta","customer.1499@example.com","2024-01-08","Ahmedabad","India"
"CUST-1500","Ayaan Verma","customer.1500@example.com","2023-11-15","Jaipur","India"
"CUST-1501","Pari Verma","customer.1501@example.com","2025-04-04","Bangalore","India"
"CUST-1502","Pari Verma","customer.1502@example.com","2024-11-09","Mumbai","India"
"CUST-1503","Ananya Shah","customer.1503@example.com","2025-02-16","Chennai","India"
"CUST-1504","Sitara Singh","customer.1504@example.com","2022-03-02","Bangalore","India"
"CUST-1505","Ananya Jain","customer.1505@example.com","2024-03-03","Chennai","India"
"CUST-1506","Sai Patel","customer.1506@example.com","2023-05-07","Chennai","India"
"CUST-1507","Krishna Mehta","customer.1507@example.com","2024-05-17","Surat","India"
"CUST-1508","Pari Singh","customer.1508@example.com","2023-04-07","Delhi","India"
"CUST-1509","Aadya Sharma","customer.1509@example.com","2025-01-25","Kolkata","India"
"CUST-1510","Aditya Mehta","customer.1510@example.com","2025-09-04","Hyderabad","India"
"CUST-1511","Riya Jain","customer.1511@example.com","2023-02-12","Jaipur","India"
"CUST-1512","Sitara Shah","customer.1512@example.com","2022-09-22","Bangalore","India"
"CUST-1513","Aarav Singh","customer.1513@example.com","2023-04-03","Jaipur","India"
"CUST-1514","Reyansh Mehta","customer.1514@example.com","2024-05-10","Kolkata","India"
"CUST-1515","Arjun Sharma","customer.1515@example.com","2025-11-30","Delhi","India"
"CUST-1516","Arjun Mehta","customer.1516@example.com","2022-01-07","Surat","India"
"CUST-1517","Krishna Patel","customer.1517@example.com","2022-02-25","Jaipur","India"
"CUST-1518","Arjun Patel","customer.1518@example.com","2022-12-19","Mumbai","India"
"CUST-1519","Sai Singh","customer.1519@example.com","2022-11-18","Mumbai","India"
"CUST-1520","Ananya Singh","customer.1520@example.com","2023-03-16","Mumbai","India"
"CUST-1521","Riya Gupta","customer.1521@example.com","2023-02-25","Delhi","India"
"CUST-1522","Vihaan Verma","customer.1522@example.com","2024-09-06","Chennai","India"
"CUST-1523","Krishna Mehta","customer.1523@example.com","2023-08-27","Ahmedabad","India"
"CUST-1524","Ananya Patel","customer.1524@example.com","2024-11-30","Ahmedabad","India"
"CUST-1525","Sai Sharma","customer.1525@example.com","2023-05-06","Jaipur","India"
"CUST-1526","Vihaan Gupta","customer.1526@example.com","2025-06-02","Chennai","India"
"CUST-1527","Ananya Shah","customer.1527@example.com","2024-02-09","Delhi","India"
"CUST-1528","Ananya Patel","customer.1528@example.com","2023-05-25","Kolkata","India"
"CUST-1529","Diya Gupta","customer.1529@example.com","2025-04-06","Chennai","India"
"CUST-1530","Krishna Reddy","customer.1530@example.com","2023-06-25","Pune","India"
"CUST-1531","Riya Shah","customer.1531@example.com","2022-11-19","Kolkata","India"
"CUST-1532","Arjun Reddy","customer.1532@example.com","2022-03-16","Hyderabad","India"
"CUST-1533","Diya Shah","customer.1533@example.com","2022-03-15","Hyderabad","India"
"CUST-1534","Arjun Gupta","customer.1534@example.com","2024-03-19","Chennai","India"
"CUST-1535","Aadya Patel","customer.1535@example.com","2022-10-12","Surat","India"
"CUST-1536","Aditya Shah","customer.1536@example.com","2023-07-12","Pune","India"
"CUST-1537","Diya Sharma","customer.1537@example.com","2025-11-03","Chennai","India"
"CUST-1538","Ayaan Sharma","customer.1538@example.com","2022-04-14","Jaipur","India"
"CUST-1539","Arjun Singh","customer.1539@example.com","2025-05-28","Bangalore","India"
"CUST-1540","Ishaan Jain","customer.1540@example.com","2025-03-24","Surat","India"
"CUST-1541","Arjun Verma","customer.1541@example.com","2022-06-04","Pune","India"
"CUST-1542","Sitara Reddy","customer.1542@example.com","2024-12-15","Jaipur","India"
"CUST-1543","Riya Gupta","customer.1543@example.com","2022-01-23","Ahmedabad","India"
"CUST-1544","Riya Patel","customer.1544@example.com","2024-12-22","Hyderabad","India"
"CUST-1545","Aadya Reddy","customer.1545@example.com","2023-02-04","Chennai","India"
"CUST-1546","Aarav Mehta","customer.1546@example.com","2023-01-22","Mumbai","India"
"CUST-1547","Aditya Singh","customer.1547@example.com","2024-09-05","Kolkata","India"
"CUST-1548","Krishna Sharma","customer.1548@example.com","2025-01-07","Ahmedabad","India"
"CUST-1549","Ishaan Shah","customer.1549@example.com","2022-07-29","Surat","India"
"CUST-1550","Reyansh Singh","customer.1550@example.com","2022-06-09","Kolkata","India"
"CUST-1551","Aadya Sharma","customer.1551@example.com","2023-11-10","Jaipur","India"
"CUST-1552","Ishaan Verma","customer.1552@example.com","2022-01-23","Kolkata","India"
"CUST-1553","Krishna Reddy","customer.1553@example.com","2024-08-10","Kolkata","India"
"CUST-1554","Ayaan Verma","customer.1554@example.com","2022-03-13","Chennai","India"
"CUST-1555","Sitara Sharma","customer.1555@example.com","2025-09-12","Mumbai","India"
"CUST-1556","Aarav Verma","customer.1556@example.com","2023-10-09","Ahmedabad","India"
"CUST-1557","Saanvi Jain","customer.1557@example.com","2024-04-29","Bangalore","India"
"CUST-1558","Ishaan Mehta","customer.1558@example.com","2023-11-14","Hyderabad","India"
"CUST-1559","Sitara Shah","customer.1559@example.com","2022-11-17","Jaipur","India"
"CUST-1560","Arjun Reddy","customer.1560@example.com","2023-12-06","Jaipur","India"
"CUST-1561","Arjun Reddy","customer.1561@example.com","2022-05-26","Mumbai","India"
"CUST-1562","Aarav Shah","customer.1562@example.com","2023-08-07","Delhi","India"
"CUST-1563","Ananya Verma","customer.1563@example.com","2024-06-12","Hyderabad","India"
"CUST-1564","Sitara Shah","customer.1564@example.com","2023-08-28","Bangalore","India"
"CUST-1565","Ayaan Verma","customer.1565@example.com","2023-09-17","Surat","India"
"CUST-1566","Vihaan Kumar","customer.1566@example.com","2023-08-17","Mumbai","India"
"CUST-1567","Vihaan Singh","customer.1567@example.com","2024-02-23","Delhi","India"
"CUST-1568","Aarav Verma","customer.1568@example.com","2022-07-31","Chennai","India"
"CUST-1569","Ishaan Shah","customer.1569@example.com","2023-06-05","Hyderabad","India"
"CUST-1570","Aarav Reddy","customer.1570@example.com","2024-03-11","Bangalore","India"
"CUST-1571","Aarav Reddy","customer.1571@example.com","2023-03-24","Ahmedabad","India"
"CUST-1572","Aditya Mehta","customer.1572@example.com","2024-09-03","Chennai","India"
"CUST-1573","Vivaan Kumar","customer.1573@example.com","2023-09-09","Jaipur","India"
"CUST-1574","Saanvi Singh","customer.1574@example.com","2025-09-14","Bangalore","India"
"CUST-1575","Aadya Patel","customer.1575@example.com","2025-07-30","Jaipur","India"
"CUST-1576","Riya Kumar","customer.1576@example.com","2025-02-01","Pune","India"
"CUST-1577","Diya Verma","customer.1577@example.com","2025-03-08","Mumbai","India"
"CUST-1578","Pari Sharma","customer.1578@example.com","2024-07-15","Mumbai","India"
"CUST-1579","Kiara Singh","customer.1579@example.com","2023-09-17","Bangalore","India"
"CUST-1580","Vivaan Gupta","customer.1580@example.com","2024-05-26","Hyderabad","India"
"CUST-1581","Vihaan Kumar","customer.1581@example.com","2024-08-27","Pune","India"
"CUST-1582","Diya Sharma","customer.1582@example.com","2023-11-08","Mumbai","India"
"CUST-1583","Riya Gupta","customer.1583@example.com","2022-01-13","Bangalore","India"
"CUST-1584","Kiara Shah","customer.1584@example.com","2023-06-25","Jaipur","India"
"CUST-1585","Aadya Gupta","customer.1585@example.com","2025-06-25","Chennai","India"
"CUST-1586","Aditya Reddy","customer.1586@example.com","2022-03-01","Pune","India"
"CUST-1587","Aarav Patel","customer.1587@example.com","2023-01-26","Kolkata","India"
"CUST-1588","Kiara Patel","customer.1588@example.com","2023-03-27","Mumbai","India"
"CUST-1589","Sai Mehta","customer.1589@example.com","2024-12-24","Hyderabad","India"
"CUST-1590","Arjun Gupta","customer.1590@example.com","2022-11-25","Bangalore","India"
"CUST-1591","Krishna Gupta","customer.1591@example.com","2022-07-13","Ahmedabad","India"
"CUST-1592","Ananya Jain","customer.1592@example.com","2023-05-11","Hyderabad","India"
"CUST-1593","Saanvi Patel","customer.1593@example.com","2022-10-25","Pune","India"
"CUST-1594","Arjun Singh","customer.1594@example.com","2025-01-28","Jaipur","India"
"CUST-1595","Aarav Jain","customer.1595@example.com","2022-02-13","Chennai","India"
"CUST-1596","Diya Singh","customer.1596@example.com","2025-09-02","Kolkata","India"
"CUST-1597","Kiara Verma","customer.1597@example.com","2023-06-23","Pune","India"
"CUST-1598","Kiara Kumar","customer.1598@example.com","2024-05-11","Kolkata","India"
"CUST-1599","Aditya Singh","customer.1599@example.com","2025-09-27","Chennai","India"
"CUST-1600","Ananya Shah","customer.1600@example.com","2024-11-10","Bangalore","India"
"CUST-1601","Sai Sharma","customer.1601@example.com","2025-08-12","Jaipur","India"
"CUST-1602","Arjun Sharma","customer.1602@example.com","2023-11-26","Chennai","India"
"CUST-1603","Reyansh Mehta","customer.1603@example.com","2023-09-22","Ahmedabad","India"
"CUST-1604","Ishaan Gupta","customer.1604@example.com","2022-02-11","Ahmedabad","India"
"CUST-1605","Vihaan Kumar","customer.1605@example.com","2025-03-14","Chennai","India"
"CUST-1606","Riya Kumar","customer.1606@example.com","2024-06-19","Bangalore","India"
"CUST-1607","Ishaan Jain","customer.1607@example.com","2023-05-04","Kolkata","India"
"CUST-1608","Ayaan Verma","customer.1608@example.com","2024-08-05","Mumbai","India"
"CUST-1609","Krishna Sharma","customer.1609@example.com","2023-09-03","Jaipur","India"
"CUST-1610","Kiara Shah","customer.1610@example.com","2022-12-07","Pune","India"
"CUST-1611","Riya Reddy","customer.1611@example.com","2022-04-14","Pune","India"
"CUST-1612","Aditya Gupta","customer.1612@example.com","2022-12-15","Bangalore","India"
"CUST-1613","Pari Reddy","customer.1613@example.com","2023-04-23","Bangalore","India"
"CUST-1614","Vihaan Jain","customer.1614@example.com","2025-03-06","Delhi","India"
"CUST-1615","Arjun Reddy","customer.1615@example.com","2024-09-26","Delhi","India"
"CUST-1616","Sitara Mehta","customer.1616@example.com","2023-03-10","Kolkata","India"
"CUST-1617","Krishna Sharma","customer.1617@example.com","2025-05-10","Mumbai","India"
"CUST-1618","Krishna Kumar","customer.1618@example.com","2023-01-20","Hyderabad","India"
"CUST-1619","Ananya Reddy","customer.1619@example.com","2022-06-26","Ahmedabad","India"
"CUST-1620","Vihaan Verma","customer.1620@example.com","2025-05-01","Chennai","India"
"CUST-1621","Reyansh Shah","customer.1621@example.com","2023-03-15","Kolkata","India"
"CUST-1622","Vihaan Verma","customer.1622@example.com","2024-09-19","Kolkata","India"
"CUST-1623","Aditya Singh","customer.1623@example.com","2022-05-14","Jaipur","India"
"CUST-1624","Sai Kumar","customer.1624@example.com","2022-11-09","Hyderabad","India"
"CUST-1625","Reyansh Reddy","customer.1625@example.com","2022-06-08","Chennai","India"
"CUST-1626","Vihaan Gupta","customer.1626@example.com","2025-07-25","Jaipur","India"
"CUST-1627","Reyansh Verma","customer.1627@example.com","2023-08-26","Hyderabad","India"
"CUST-1628","Aarav Shah","customer.1628@example.com","2022-10-19","Pune","India"
"CUST-1629","Arjun Reddy","customer.1629@example.com","2023-09-08","Bangalore","India"
"CUST-1630","Reyansh Verma","customer.1630@example.com","2023-09-24","Surat","India"
"CUST-1631","Krishna Jain","customer.1631@example.com","2025-06-11","Bangalore","India"
"CUST-1632","Aditya Mehta","customer.1632@example.com","2024-05-08","Bangalore","India"
"CUST-1633","Vivaan Verma","customer.1633@example.com","2023-03-20","Mumbai","India"
"CUST-1634","Pari Jain","customer.1634@example.com","2025-08-22","Surat","India"
"CUST-1635","Riya Kumar","customer.1635@example.com","2023-06-05","Delhi","India"
"CUST-1636","Aarav Verma","customer.1636@example.com","2022-08-24","Pune","India"
"CUST-1637","Saanvi Mehta","customer.1637@example.com","2022-08-17","Delhi","India"
"CUST-1638","Aditya Shah","customer.1638@example.com","2022-02-05","Pune","India"
"CUST-1639","Ayaan Sharma","customer.1639@example.com","2022-04-25","Kolkata","India"
"CUST-1640","Riya Kumar","customer.1640@example.com","2023-12-06","Delhi","India"
"CUST-1641","Saanvi Sharma","customer.1641@example.com","2022-11-11","Ahmedabad","India"
"CUST-1642","Saanvi Reddy","customer.1642@example.com","2022-04-02","Pune","India"
"CUST-1643","Aadya Gupta","customer.1643@example.com","2024-06-10","Bangalore","India"
"CUST-1644","Ayaan Shah","customer.1644@example.com","2022-05-04","Ahmedabad","India"
"CUST-1645","Riya Jain","customer.1645@example.com","2023-06-30","Jaipur","India"
"CUST-1646","Riya Reddy","customer.1646@example.com","2022-09-30","Delhi","India"
"CUST-1647","Riya Verma","customer.1647@example.com","2025-07-13","Hyderabad","India"
"CUST-1648","Reyansh Sharma","customer.1648@example.com","2025-05-16","Ahmedabad","India"
"CUST-1649","Kiara Kumar","customer.1649@example.com","2025-10-26","Kolkata","India"
"CUST-1650","Pari Singh","customer.1650@example.com","2023-12-21","Kolkata","India"
"CUST-1651","Saanvi Shah","customer.1651@example.com","2024-02-16","Kolkata","India"
"CUST-1652","Aarav Sharma","customer.1652@example.com","2023-12-04","Chennai","India"
"CUST-1653","Aditya Jain","customer.1653@example.com","2024-06-30","Bangalore","India"
"CUST-1654","Krishna Gupta","customer.1654@example.com","2022-02-02","Pune","India"
"CUST-1655","Ananya Mehta","customer.1655@example.com","2022-05-16","Mumbai","India"
"CUST-1656","Saanvi Sharma","customer.1656@example.com","2025-08-19","Jaipur","India"
"CUST-1657","Krishna Patel","customer.1657@example.com","2024-07-21","Chennai","India"
"CUST-1658","Aditya Sharma","customer.1658@example.com","2023-10-14","Ahmedabad","India"
